language,phrase,date,count,share,java_count,relative_to_java,relative_total,share_pct,smoothed_share_pct,count_change_pct
Dart,dart tutorial,2021-04-01,24,2.226463817209577e-07,609,0.039409,5.706075533661741,0.6906,0.4402,4.3478
Delphi/Pascal,delphi tutorial,2021-04-01,0,0.0,609,0.0,5.706075533661741,0.0,0.0,
Go,golang tutorial,2021-04-01,81,7.514315383082322e-07,609,0.133005,5.706075533661741,2.3309,1.8099,-1.2195
Groovy,groovy tutorial,2021-04-01,18,1.6698478629071825e-07,609,0.029557,5.706075533661741,0.518,0.4376,-14.2857
Haskell,haskell tutorial,2021-04-01,10,9.27693257170657e-08,609,0.01642,5.706075533661741,0.2878,0.3879,-28.5714
Java,java tutorial,2021-04-01,609,5.649651936169301e-06,609,1.0,5.706075533661741,17.5252,17.7896,-5.8733
JavaScript,javascript tutorial,2021-04-01,106,9.833548526008965e-07,609,0.174056,5.706075533661741,3.0504,3.281,-17.1875
Julia,julia tutorial,2021-04-01,23,2.1336944914925115e-07,609,0.037767,5.706075533661741,0.6619,0.4405,27.7778
Kotlin,kotlin tutorial,2021-04-01,141,1.3080474926106264e-06,609,0.231527,5.706075533661741,4.0576,3.0753,38.2353
Lua,lua tutorial,2021-04-01,105,9.7407792002919e-07,609,0.172414,5.706075533661741,3.0216,1.9474,59.0909
Matlab,matlab tutorial,2021-04-01,48,4.452927634419154e-07,609,0.078818,5.706075533661741,1.3813,1.1736,128.5714
Objective-C,objective-c tutorial,2021-04-01,0,0.0,609,0.0,5.706075533661741,0.0,0.0252,-100.0
PHP,php tutorial,2021-04-01,293,2.718141243510025e-06,609,0.481117,5.706075533661741,8.4317,10.5331,0.6873
Perl,perl tutorial,2021-04-01,0,0.0,609,0.0,5.706075533661741,0.0,0.2297,
Powershell,powershell tutorial,2021-04-01,13,1.206001234321854e-07,609,0.021346,5.706075533661741,0.3741,0.1558,44.4444
Python,python tutorial,2021-04-01,765,7.096853417355526e-06,609,1.256158,5.706075533661741,22.0144,25.627,-9.894
R,r language tutorial,2021-04-01,0,0.0,609,0.0,5.706075533661741,0.0,0.0,
Ruby,ruby tutorial,2021-04-01,49,4.545696960136219e-07,609,0.08046,5.706075533661741,1.4101,1.9427,-7.5472
Rust,rust tutorial,2021-04-01,38,3.525234377248497e-07,609,0.062397,5.706075533661741,1.0935,1.3269,-7.3171
Scala,scala tutorial,2021-04-01,18,1.6698478629071825e-07,609,0.029557,5.706075533661741,0.518,0.6624,0.0
Swift,swift tutorial,2021-04-01,148,1.3729860206125725e-06,609,0.243021,5.706075533661741,4.259,3.7908,18.4
TypeScript,typescript tutorial,2021-04-01,37,3.432465051531431e-07,609,0.060755,5.706075533661741,1.0647,1.1048,19.3548
VBA,vba tutorial,2021-04-01,19,1.7626171886242486e-07,609,0.031199,5.706075533661741,0.5468,0.428,5.5556
Visual Basic,visual basic tutorial,2021-04-01,10,9.27693257170657e-08,609,0.01642,5.706075533661741,0.2878,0.239,-41.1765
Zig,zig tutorial,2021-04-01,0,0.0,609,0.0,5.706075533661741,0.0,0.0,
Abap,abap tutorial,2021-05-01,0,0.0,484,0.0,5.8615702479338845,0.0,0.0,
Ada,ada tutorial,2021-05-01,0,0.0,484,0.0,5.8615702479338845,0.0,0.0,
C#,c# tutorial,2021-05-01,0,0.0,484,0.0,5.8615702479338845,0.0,0.0,
C/C++,c++ tutorial,2021-05-01,662,6.416321205011052e-06,484,1.367769,5.8615702479338845,23.3345,23.4528,-28.0435
Cobol,cobol tutorial,2021-05-01,0,0.0,484,0.0,5.8615702479338845,0.0,0.0,
Dart,dart tutorial,2021-05-01,18,1.744619058764334e-07,484,0.03719,5.8615702479338845,0.6345,0.546,-25.0
Delphi/Pascal,delphi tutorial,2021-05-01,0,0.0,484,0.0,5.8615702479338845,0.0,0.0,
Go,golang tutorial,2021-05-01,58,5.621550300462854e-07,484,0.119835,5.8615702479338845,2.0444,1.9776,-28.3951
Groovy,groovy tutorial,2021-05-01,7,6.784629672972411e-08,484,0.014463,5.8615702479338845,0.2467,0.3718,-61.1111
Haskell,haskell tutorial,2021-05-01,18,1.744619058764334e-07,484,0.03719,5.8615702479338845,0.6345,0.4427,80.0
Java,java tutorial,2021-05-01,484,4.69108680245521e-06,484,1.0,5.8615702479338845,17.0603,17.6355,-20.5255
JavaScript,javascript tutorial,2021-05-01,106,1.0273867790501078e-06,484,0.219008,5.8615702479338845,3.7363,3.288,0.0
Julia,julia tutorial,2021-05-01,16,1.550772496679408e-07,484,0.033058,5.8615702479338845,0.564,0.5345,-30.4348
Kotlin,kotlin tutorial,2021-05-01,87,8.432325450694281e-07,484,0.179752,5.8615702479338845,3.0666,3.0775,-38.2979
Lua,lua tutorial,2021-05-01,52,5.040010614208077e-07,484,0.107438,5.8615702479338845,1.8329,1.9985,-50.4762
Matlab,matlab tutorial,2021-05-01,42,4.070777803783447e-07,484,0.086777,5.8615702479338845,1.4804,1.2524,-12.5
Objective-C,objective-c tutorial,2021-05-01,12,1.1630793725095561e-07,484,0.024793,5.8615702479338845,0.423,0.0957,inf
PHP,php tutorial,2021-05-01,260,2.5200053071040384e-06,484,0.53719,5.8615702479338845,9.1646,9.9283,-11.2628
Perl,perl tutorial,2021-05-01,0,0.0,484,0.0,5.8615702479338845,0.0,0.1483,
Powershell,powershell tutorial,2021-05-01,10,9.692328104246303e-08,484,0.020661,5.8615702479338845,0.3525,0.2145,-23.0769
Python,python tutorial,2021-05-01,705,6.8330913134936415e-06,484,1.456612,5.8615702479338845,24.8502,25.2802,-7.8431
R,r language tutorial,2021-05-01,0,0.0,484,0.0,5.8615702479338845,0.0,0.0,
Ruby,ruby tutorial,2021-05-01,44,4.264624365868372e-07,484,0.090909,5.8615702479338845,1.5509,1.7025,-10.2041
Rust,rust tutorial,2021-05-01,55,5.330780457335465e-07,484,0.113636,5.8615702479338845,1.9387,1.5126,44.7368
Scala,scala tutorial,2021-05-01,36,3.489238117528668e-07,484,0.07438,5.8615702479338845,1.2689,0.7772,100.0
Swift,swift tutorial,2021-05-01,111,1.0758484195713395e-06,484,0.229339,5.8615702479338845,3.9126,3.873,-25.0
TypeScript,typescript tutorial,2021-05-01,36,3.489238117528668e-07,484,0.07438,5.8615702479338845,1.2689,1.1993,-2.7027
VBA,vba tutorial,2021-05-01,7,6.784629672972411e-08,484,0.014463,5.8615702479338845,0.2467,0.3877,-63.1579
Visual Basic,visual basic tutorial,2021-05-01,11,1.066156091467093e-07,484,0.022727,5.8615702479338845,0.3877,0.3036,10.0
Zig,zig tutorial,2021-05-01,0,0.0,484,0.0,5.8615702479338845,0.0,0.0,
Abap,abap tutorial,2021-06-01,0,0.0,470,0.0,5.608510638297872,0.0,0.0,
Ada,ada tutorial,2021-06-01,0,0.0,470,0.0,5.608510638297872,0.0,0.0,
